title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
NaviRAG: Towards Active Knowledge Navigation for Retrieval-Augmented Generation,"NaviRAG framework that structures knowledge documents into hierarchical form, preserving semantic relationships from coarse-grained topics to fine-grained details, and uses an LLM agent to actively navigate records an...",medium,long-document QA benchmarks,Shift from passive segment retrieval to active knowledge navigation by structuring knowledge documents hierarchically and having an LLM agent actively navigate records to identify information gaps and retrieve relevan...,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
AffectAgent: Collaborative Multi-Agent Reasoning for Retrieval-Augmented Multimodal Emotion Recognition,"AffectAgent comprises three jointly optimized specialized agents (query planner, evidence filter, emotion generator) that collaboratively perform analytical reasoning. The agents are optimized end-to-end using Multi-A...",high,MER-UniBench,"AffectAgent, an affect-oriented multi-agent retrieval-augmented generation framework that leverages collaborative decision-making among agents for fine-grained affective understanding.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Transforming External Knowledge into Triplets for Enhanced Retrieval in RAG of LLMs,"Tri-RAG, a structured triplet-based retrieval framework that uses lightweight prompt-based adaptation with frozen model parameters to transform external knowledge into triplets, with the triplet head Condition serving...",medium,multiple benchmark datasets,"Transform external knowledge from natural language into standardized structured triplets consisting of Condition, Proof, and Conclusion to improve retrieval efficiency through reasoning-aligned context construction.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
"Adaptive Query Routing: A Tier-Based Framework for Hybrid Retrieval Across Financial, Legal, and Medical Documents","Implementation and evaluation of three retrieval architectures (Vector RAG, Tree Reasoning, and Adaptive Hybrid Retrieval) across multiple domains, introduction of a four-tier query complexity benchmark, and GPT-4-pow...",medium,"SEC filings, FinanceBench (150 expert-annotated questions on real SEC 10-K and 10-Q filings), financial, legal, and medical domains",Adaptive retrieval systems should dynamically select strategies based on query complexity and document structure rather than relying on a single paradigm.,Not explicitly mentioned,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Core Retrieval and Ranking Methods
AdversarialCoT: Single-Document Retrieval Poisoning for LLM Reasoning,"Iteratively refining the adversarial document through interactions with the LLM, progressively exposing and exploiting critical reasoning vulnerabilities",medium,benchmark LLMs,"AdversarialCoT, a query-specific attack that poisons only a single document in the corpus by extracting the target LLM's reasoning framework to guide the construction of an adversarial chain-of-thought (CoT)",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Knowledge Is Not Static: Order-Aware Hypergraph RAG for Language Models,"Order-Aware Knowledge Hypergraph RAG (OKH-RAG), which treats order as a first-class structural property and uses a learned transition model to infer precedence directly from data.",medium,tropical cyclone and port operation scenarios,"Representing knowledge as higher-order interactions within a hypergraph augmented with precedence structure, and reformulating retrieval as sequence inference over hyperedges.",not specified,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Beyond Factual Grounding: The Case for Opinion-Aware Retrieval-Augmented Generation,"An Opinion-Aware RAG architecture featuring LLM-based opinion extraction, entity-linked opinion graphs, and opinion-enriched document indexing.",medium,e-commerce seller forum data,"RAG systems need to distinguish between epistemic uncertainty (factual queries) and aleatoric uncertainty (opinion queries), with opinion-aware RAG required to preserve rather than minimize posterior entropy.",Not explicitly mentioned in the abstract,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Empirical Evaluation of PDF Parsing and Chunking for Financial Question Answering with RAG,Empirical evaluation of different PDF parsing and chunking strategies in RAG systems for financial question answering.,medium,"Financial domain benchmarks, including TableQuest (a newly generated, publicly available benchmark).","Systematically examining multiple PDF parsers and chunking strategies with varied overlap, along with their synergies in preserving document structure and ensuring answer correctness.",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)",Domain-Specific RAG Applications
Memory as Metabolism: A Design for Companion Knowledge Systems,"A companion-specific governance profile with normative obligations, time-structured procedural rules, and testable conformance invariants, supported by memory gravity and minority-hypothesis retention.",medium,unknown,"Personal LLM memory should be designed as a companion system that mirrors the user on operational dimensions and compensates on epistemic failure modes, implemented through five operations: TRIAGE, DECAY, CONTEXTUALIZ...","The safety story at the single-agent level is partial, and the paper is explicit about what it does and does not solve.",unknown,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
Legal2LogicICL: Improving Generalization in Transforming Legal Cases to Logical Formulas via Diverse Few-Shot Learning,"LLM-based legal reasoning framework that enables effective in-context learning through retrieval-augmented generation, constructing informative and robust few-shot demonstrations for logical rule generation without ad...",high,"Legal2Proleg dataset, which is annotated with alignments between legal cases and PROLEG logical formulas to support the evaluation of legal semantic parsing","Introducing Legal2LogicICL, a few-shot retrieval framework that balances diversity and similarity of exemplars at both latent semantic representation and legal text structure levels, while mitigating entity-induced re...",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Beyond RAG for Cyber Threat Intelligence: A Systematic Evaluation of Graph-Based and Agentic Retrieval,"Evaluating four RAG architectures: standard vector retrieval, graph-based retrieval over a CTI knowledge graph, an agentic variant that repairs failed graph queries, and a hybrid approach combining graph queries with...",medium,"3,300 CTI question-answer pairs spanning factual lookups, multi-hop relational queries, analyst-style synthesis questions, and unanswerable cases.",Systematically comparing different RAG architectures for cyber threat intelligence analysis to understand when graph grounding improves performance.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Retrieval as Generation: A Unified Framework with Self-Triggered Information Planning,"GRIP (Generation-guided Retrieval with Information Planning), a unified framework where the model regulates retrieval behavior through control-token emission, featuring Self-Triggered Information Planning.",medium,Five QA benchmarks,Expressing retrieval decisions within token-level decoding to enable end-to-end coordination without additional controllers or classifiers.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
Knowledge Compounding: An Empirical Economic Analysis of Self-Evolving Knowledge Wikis under the Agentic ROI Framework,"A dynamic Agentic ROI model in which cost is treated as a time-varying function Cost(t) governed by a knowledge-base coverage rate H(t), validated through a controlled four-query experiment on Qing Claw.",medium,"Qing Claw, an industrial-grade C# reimplementation of the OpenClaw multi-agent framework","Knowledge compounding as a new measurable concept in the empirical economics of LLM agents, which challenges the assumption of mutually independent task costs in traditional RAG.",unknown,yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)",Agentic and Multi-Agent RAG
